order_id,order_date,product_id,quantity,region,product_name,category,unit_price,revenue
1063,2024-01-14,P002,1.0,West,Mechanical Keyboard,Accessories,2499,2499.0
1064,2024-03-27,P002,1.0,South,Mechanical Keyboard,Accessories,2499,2499.0
1065,2024-02-18,P008,1.0,West,Desk Lamp,Office,699,699.0
1066,2024-02-16,P005,2.0,South,Webcam HD,Electronics,1999,3998.0
1067,,P008,1.0,North,Desk Lamp,Office,699,699.0
1068,2024-01-26,P001,3.0,North,Wireless Mouse,Accessories,799,2397.0
1069,2024-01-04,P002,1.0,South,Mechanical Keyboard,Accessories,2499,2499.0
1070,2024-02-12,P007,2.0,West,"Monitor 24""",Electronics,8999,17998.0
1071,2024-02-24,P007,1.0,South,"Monitor 24""",Electronics,8999,8999.0
1072,2024-04-07,P001,2.0,East,Wireless Mouse,Accessories,799,1598.0
1073,2024-04-26,P005,2.0,South,Webcam HD,Electronics,1999,3998.0
1074,2024-05-22,P008,1.0,South,Desk Lamp,Office,699,699.0
1075,2024-03-16,P004,1.0,North,Laptop Stand,Office,1099,1099.0
1076,2024-05-18,P001,3.0,East,Wireless Mouse,Accessories,799,2397.0
1077,2024-01-15,P001,2.0,West,Wireless Mouse,Accessories,799,1598.0
1078,2024-05-08,P003,1.0,North,USB-C Hub,Accessories,1299,1299.0
1079,2024-01-21,P003,1.0,North,USB-C Hub,Accessories,1299,1299.0
1080,2024-01-18,P004,2.0,North,Laptop Stand,Office,1099,2198.0
1081,2024-05-25,P004,2.0,North,Laptop Stand,Office,1099,2198.0
1082,2024-01-11,P002,2.0,South,Mechanical Keyboard,Accessories,2499,4998.0
1083,2024-05-29,P006,1.0,South,Bluetooth Speaker,Electronics,1599,1599.0
1084,2024-06-20,P006,1.0,East,Bluetooth Speaker,Electronics,1599,1599.0
1085,2024-04-11,P003,3.0,South,USB-C Hub,Accessories,1299,3897.0
1086,2024-03-17,P008,1.0,North,Desk Lamp,Office,699,699.0
1087,2024-01-03,P008,2.0,North,Desk Lamp,Office,699,1398.0
1088,2024-01-26,P002,2.0,South,Mechanical Keyboard,Accessories,2499,4998.0
1089,2024-05-09,P005,1.0,East,Webcam HD,Electronics,1999,1999.0
1090,2024-01-18,P004,1.0,East,Laptop Stand,Office,1099,1099.0
1091,2024-02-10,P008,1.0,North,Desk Lamp,Office,699,699.0
1092,2024-06-29,P005,2.0,South,Webcam HD,Electronics,1999,3998.0
1093,2024-05-15,P001,3.0,North,Wireless Mouse,Accessories,799,2397.0
1094,2024-03-17,P002,1.0,East,Mechanical Keyboard,Accessories,2499,2499.0
1095,2024-01-30,P002,3.0,North,Mechanical Keyboard,Accessories,2499,7497.0
1096,2024-02-09,P005,1.0,North,Webcam HD,Electronics,1999,1999.0
1097,2024-02-23,P006,1.0,South,Bluetooth Speaker,Electronics,1599,1599.0
1098,2024-06-11,P005,2.0,West,Webcam HD,Electronics,1999,3998.0
1099,2024-03-05,P001,1.0,South,Wireless Mouse,Accessories,799,799.0
1100,2024-04-18,P005,1.0,North,Webcam HD,Electronics,1999,1999.0
1101,2024-03-26,P003,3.0,East,USB-C Hub,Accessories,1299,3897.0
1102,2024-02-11,P008,2.0,South,Desk Lamp,Office,699,1398.0
1103,2024-04-19,P001,1.0,North,Wireless Mouse,Accessories,799,799.0
1104,2024-06-25,P003,2.0,North,USB-C Hub,Accessories,1299,2598.0
1105,2024-04-04,P003,2.0,South,USB-C Hub,Accessories,1299,2598.0
1106,2024-01-11,P005,1.0,North,Webcam HD,Electronics,1999,1999.0
1107,2024-04-01,P004,3.0,South,Laptop Stand,Office,1099,3297.0
1108,2024-06-19,P002,1.0,North,Mechanical Keyboard,Accessories,2499,2499.0
1109,2024-04-14,P003,1.0,South,USB-C Hub,Accessories,1299,1299.0
1110,2024-02-15,P007,1.0,South,"Monitor 24""",Electronics,8999,8999.0
1111,2024-03-26,P007,1.0,South,"Monitor 24""",Electronics,8999,8999.0
1112,2024-03-04,P005,1.0,South,Webcam HD,Electronics,1999,1999.0
1113,2024-01-28,P007,1.0,North,"Monitor 24""",Electronics,8999,8999.0
1114,2024-04-30,P004,1.0,West,Laptop Stand,Office,1099,1099.0
1115,2024-03-30,P005,1.0,South,Webcam HD,Electronics,1999,1999.0
1116,2024-02-27,P001,3.0,South,Wireless Mouse,Accessories,799,2397.0
1117,2024-04-12,P006,1.0,North,Bluetooth Speaker,Electronics,1599,1599.0
1118,2024-03-12,P006,3.0,North,Bluetooth Speaker,Electronics,1599,4797.0
1119,2024-04-12,P006,1.0,North,Bluetooth Speaker,Electronics,1599,1599.0
1120,2024-03-07,P003,2.0,East,USB-C Hub,Accessories,1299,2598.0
1121,2024-01-10,P002,2.0,West,Mechanical Keyboard,Accessories,2499,4998.0
1122,2024-03-29,P006,2.0,North,Bluetooth Speaker,Electronics,1599,3198.0
1123,2024-05-10,P002,2.0,North,Mechanical Keyboard,Accessories,2499,4998.0
1124,2024-02-18,P005,1.0,South,Webcam HD,Electronics,1999,1999.0
1125,2024-04-21,P001,2.0,North,Wireless Mouse,Accessories,799,1598.0
1126,2024-06-24,P004,1.0,West,Laptop Stand,Office,1099,1099.0
1127,2024-01-18,P006,2.0,East,Bluetooth Speaker,Electronics,1599,3198.0
1128,,P002,3.0,East,Mechanical Keyboard,Accessories,2499,7497.0
1129,2024-05-09,P005,3.0,West,Webcam HD,Electronics,1999,5997.0
1130,2024-03-24,P007,3.0,East,"Monitor 24""",Electronics,8999,26997.0
1131,2024-05-21,P003,1.0,West,USB-C Hub,Accessories,1299,1299.0
1132,2024-06-19,P007,3.0,South,"Monitor 24""",Electronics,8999,26997.0
1133,2024-02-14,P005,2.0,North,Webcam HD,Electronics,1999,3998.0
1134,2024-01-01,P005,1.0,Unknown,Webcam HD,Electronics,1999,1999.0
1135,2024-04-20,P006,2.0,West,Bluetooth Speaker,Electronics,1599,3198.0
1136,2024-04-23,P004,2.0,West,Laptop Stand,Office,1099,2198.0
1137,2024-02-13,P002,1.0,North,Mechanical Keyboard,Accessories,2499,2499.0
1138,2024-06-18,P006,1.0,South,Bluetooth Speaker,Electronics,1599,1599.0
1139,2024-06-21,P005,1.0,South,Webcam HD,Electronics,1999,1999.0
1140,2024-02-07,P001,1.0,South,Wireless Mouse,Accessories,799,799.0
1141,2024-05-01,P002,2.0,West,Mechanical Keyboard,Accessories,2499,4998.0
1142,2024-06-10,P004,3.0,South,Laptop Stand,Office,1099,3297.0
1143,,P008,2.0,South,Desk Lamp,Office,699,1398.0
1144,2024-02-07,P001,1.0,North,Wireless Mouse,Accessories,799,799.0
1145,2024-04-18,P004,1.0,South,Laptop Stand,Office,1099,1099.0
1146,2024-05-12,P008,1.0,North,Desk Lamp,Office,699,699.0
1147,2024-03-04,P002,2.0,South,Mechanical Keyboard,Accessories,2499,4998.0
1148,2024-04-28,P006,1.0,West,Bluetooth Speaker,Electronics,1599,1599.0
1149,2024-06-05,P007,1.0,North,"Monitor 24""",Electronics,8999,8999.0
1150,2024-04-24,P003,3.0,West,USB-C Hub,Accessories,1299,3897.0
1151,2024-04-25,P005,1.0,South,Webcam HD,Electronics,1999,1999.0
1152,2024-06-12,P005,1.0,North,Webcam HD,Electronics,1999,1999.0
1153,2024-05-04,P004,1.0,West,Laptop Stand,Office,1099,1099.0
1154,2024-01-20,P005,1.0,East,Webcam HD,Electronics,1999,1999.0
1155,2024-03-26,P006,2.0,North,Bluetooth Speaker,Electronics,1599,3198.0
1156,2024-02-05,P003,1.0,West,USB-C Hub,Accessories,1299,1299.0
1157,2024-06-26,P003,3.0,South,USB-C Hub,Accessories,1299,3897.0
1158,2024-01-17,P007,2.0,East,"Monitor 24""",Electronics,8999,17998.0
1159,2024-05-18,P008,2.0,North,Desk Lamp,Office,699,1398.0
1160,2024-02-22,P007,2.0,North,"Monitor 24""",Electronics,8999,17998.0
1161,2024-06-27,P001,1.0,North,Wireless Mouse,Accessories,799,799.0
1162,2024-04-07,P008,1.0,East,Desk Lamp,Office,699,699.0
1163,2024-03-17,P007,1.0,West,"Monitor 24""",Electronics,8999,8999.0
1164,2024-05-17,P004,2.0,Unknown,Laptop Stand,Office,1099,2198.0
1165,2024-03-10,P007,2.0,North,"Monitor 24""",Electronics,8999,17998.0
1166,2024-04-09,P006,3.0,South,Bluetooth Speaker,Electronics,1599,4797.0
1167,2024-04-13,P003,1.0,West,USB-C Hub,Accessories,1299,1299.0
1168,2024-02-02,P001,2.0,North,Wireless Mouse,Accessories,799,1598.0
1169,2024-05-24,P001,1.0,South,Wireless Mouse,Accessories,799,799.0
1170,2024-04-19,P003,1.0,West,USB-C Hub,Accessories,1299,1299.0
1171,2024-02-16,P001,1.0,West,Wireless Mouse,Accessories,799,799.0
1172,2024-03-24,P004,2.0,East,Laptop Stand,Office,1099,2198.0
1173,2024-03-27,P007,1.0,West,"Monitor 24""",Electronics,8999,8999.0
1174,2024-03-05,P002,2.0,North,Mechanical Keyboard,Accessories,2499,4998.0
1175,2024-05-18,P001,1.0,South,Wireless Mouse,Accessories,799,799.0
1176,,P002,1.0,South,Mechanical Keyboard,Accessories,2499,2499.0
1177,2024-01-11,P001,1.0,South,Wireless Mouse,Accessories,799,799.0
1178,2024-01-06,P003,1.0,South,USB-C Hub,Accessories,1299,1299.0
1179,2024-05-01,P002,2.0,South,Mechanical Keyboard,Accessories,2499,4998.0
1180,2024-04-29,P005,1.0,East,Webcam HD,Electronics,1999,1999.0
1181,2024-02-12,P002,1.0,South,Mechanical Keyboard,Accessories,2499,2499.0
1182,2024-03-20,P002,2.0,North,Mechanical Keyboard,Accessories,2499,4998.0
1183,2024-03-20,P007,2.0,South,"Monitor 24""",Electronics,8999,17998.0
1184,2024-02-20,P002,2.0,South,Mechanical Keyboard,Accessories,2499,4998.0
1185,2024-06-09,P004,1.0,South,Laptop Stand,Office,1099,1099.0
1186,2024-03-18,P002,1.0,North,Mechanical Keyboard,Accessories,2499,2499.0
1187,2024-01-11,P006,2.0,West,Bluetooth Speaker,Electronics,1599,3198.0
1188,2024-06-18,P006,1.0,North,Bluetooth Speaker,Electronics,1599,1599.0
1189,2024-06-14,P006,1.0,Unknown,Bluetooth Speaker,Electronics,1599,1599.0
1190,2024-05-05,P002,2.0,East,Mechanical Keyboard,Accessories,2499,4998.0
1191,2024-06-11,P008,3.0,South,Desk Lamp,Office,699,2097.0
1192,2024-04-21,P003,3.0,North,USB-C Hub,Accessories,1299,3897.0
1193,2024-06-15,P005,2.0,North,Webcam HD,Electronics,1999,3998.0
1194,2024-05-03,P008,2.0,South,Desk Lamp,Office,699,1398.0
1195,2024-05-31,P005,1.0,South,Webcam HD,Electronics,1999,1999.0
1196,2024-01-23,P005,2.0,South,Webcam HD,Electronics,1999,3998.0
1197,2024-04-28,P007,1.0,North,"Monitor 24""",Electronics,8999,8999.0
1198,2024-05-06,P006,1.0,West,Bluetooth Speaker,Electronics,1599,1599.0
1199,2024-02-24,P006,1.0,East,Bluetooth Speaker,Electronics,1599,1599.0
1200,2024-03-28,P005,2.0,South,Webcam HD,Electronics,1999,3998.0
1201,,P001,2.0,South,Wireless Mouse,Accessories,799,1598.0
1202,2024-01-22,P004,3.0,West,Laptop Stand,Office,1099,3297.0
1203,2024-05-05,P004,3.0,West,Laptop Stand,Office,1099,3297.0
1204,2024-06-14,P008,2.0,North,Desk Lamp,Office,699,1398.0
1205,2024-01-24,P005,1.0,West,Webcam HD,Electronics,1999,1999.0
1206,2024-06-26,P004,1.0,South,Laptop Stand,Office,1099,1099.0
1207,2024-05-28,P006,2.0,North,Bluetooth Speaker,Electronics,1599,3198.0
1208,2024-05-15,P006,2.0,South,Bluetooth Speaker,Electronics,1599,3198.0
1209,2024-05-20,P006,1.0,South,Bluetooth Speaker,Electronics,1599,1599.0
1210,2024-04-26,P005,1.0,East,Webcam HD,Electronics,1999,1999.0
1211,2024-02-29,P002,3.0,South,Mechanical Keyboard,Accessories,2499,7497.0
1212,2024-03-21,P002,3.0,North,Mechanical Keyboard,Accessories,2499,7497.0
1213,2024-06-25,P003,1.0,South,USB-C Hub,Accessories,1299,1299.0
1214,2024-05-03,P005,3.0,North,Webcam HD,Electronics,1999,5997.0
1215,2024-05-14,P005,1.0,South,Webcam HD,Electronics,1999,1999.0
1216,2024-03-16,P004,1.0,South,Laptop Stand,Office,1099,1099.0
1217,2024-03-18,P001,3.0,North,Wireless Mouse,Accessories,799,2397.0
1218,2024-02-02,P005,1.0,North,Webcam HD,Electronics,1999,1999.0
1219,2024-05-21,P005,3.0,South,Webcam HD,Electronics,1999,5997.0
1220,2024-06-12,P008,1.0,North,Desk Lamp,Office,699,699.0
1221,2024-05-26,P005,2.0,West,Webcam HD,Electronics,1999,3998.0
1222,2024-04-22,P006,1.0,North,Bluetooth Speaker,Electronics,1599,1599.0
1223,2024-03-05,P008,1.0,North,Desk Lamp,Office,699,699.0
1224,2024-04-12,P008,1.0,North,Desk Lamp,Office,699,699.0
1225,2024-06-10,P001,1.0,South,Wireless Mouse,Accessories,799,799.0
1226,2024-05-24,P005,1.0,Unknown,Webcam HD,Electronics,1999,1999.0
1227,2024-01-31,P007,2.0,North,"Monitor 24""",Electronics,8999,17998.0
1228,2024-06-07,P004,1.0,North,Laptop Stand,Office,1099,1099.0
1229,2024-04-07,P008,2.0,East,Desk Lamp,Office,699,1398.0
1230,2024-05-30,P007,1.0,North,"Monitor 24""",Electronics,8999,8999.0
1231,2024-06-07,P001,2.0,South,Wireless Mouse,Accessories,799,1598.0
1232,2024-01-26,P004,3.0,South,Laptop Stand,Office,1099,3297.0
1233,2024-03-08,P002,1.0,South,Mechanical Keyboard,Accessories,2499,2499.0
1234,2024-02-14,P002,1.0,North,Mechanical Keyboard,Accessories,2499,2499.0
1235,2024-04-14,P008,3.0,North,Desk Lamp,Office,699,2097.0
1236,2024-04-30,P005,1.0,South,Webcam HD,Electronics,1999,1999.0
1237,2024-03-14,P005,3.0,West,Webcam HD,Electronics,1999,5997.0
1238,2024-01-19,P004,1.0,Unknown,Laptop Stand,Office,1099,1099.0
1239,2024-05-30,P004,2.0,North,Laptop Stand,Office,1099,2198.0
1240,2024-05-19,P004,3.0,South,Laptop Stand,Office,1099,3297.0
1241,2024-03-09,P003,1.0,North,USB-C Hub,Accessories,1299,1299.0
1242,2024-02-12,P005,2.0,South,Webcam HD,Electronics,1999,3998.0
1243,2024-05-25,P005,2.0,North,Webcam HD,Electronics,1999,3998.0
1244,2024-04-29,P005,3.0,West,Webcam HD,Electronics,1999,5997.0
1245,2024-03-10,P008,2.0,Unknown,Desk Lamp,Office,699,1398.0
1246,2024-06-02,P001,2.0,South,Wireless Mouse,Accessories,799,1598.0
1247,2024-03-23,P005,1.0,North,Webcam HD,Electronics,1999,1999.0
1248,2024-02-28,P001,1.0,South,Wireless Mouse,Accessories,799,799.0
1249,2024-03-09,P001,1.0,South,Wireless Mouse,Accessories,799,799.0
1250,2024-04-30,P008,1.0,Unknown,Desk Lamp,Office,699,699.0
1251,2024-05-29,P007,3.0,West,"Monitor 24""",Electronics,8999,26997.0
1252,2024-01-24,P008,1.0,West,Desk Lamp,Office,699,699.0
1253,2024-03-26,P006,3.0,North,Bluetooth Speaker,Electronics,1599,4797.0
1254,2024-02-11,P006,2.0,South,Bluetooth Speaker,Electronics,1599,3198.0
1255,2024-05-06,P005,3.0,West,Webcam HD,Electronics,1999,5997.0
1256,2024-05-20,P001,2.0,North,Wireless Mouse,Accessories,799,1598.0
1257,2024-03-21,P005,1.0,North,Webcam HD,Electronics,1999,1999.0
1258,2024-04-13,P001,3.0,North,Wireless Mouse,Accessories,799,2397.0
1259,2024-04-28,P007,1.0,South,"Monitor 24""",Electronics,8999,8999.0
1260,2024-05-12,P006,2.0,West,Bluetooth Speaker,Electronics,1599,3198.0
1261,2024-06-09,P008,1.0,North,Desk Lamp,Office,699,699.0
1262,2024-02-22,P005,2.0,South,Webcam HD,Electronics,1999,3998.0
1263,2024-03-14,P008,3.0,West,Desk Lamp,Office,699,2097.0
1264,2024-02-01,P001,3.0,North,Wireless Mouse,Accessories,799,2397.0
1265,2024-03-02,P003,1.0,North,USB-C Hub,Accessories,1299,1299.0
1266,2024-01-04,P007,1.0,South,"Monitor 24""",Electronics,8999,8999.0
1267,2024-01-30,P008,1.0,South,Desk Lamp,Office,699,699.0
1268,2024-02-09,P008,3.0,East,Desk Lamp,Office,699,2097.0
1269,2024-05-10,P005,2.0,West,Webcam HD,Electronics,1999,3998.0
1270,2024-04-30,P004,2.0,Unknown,Laptop Stand,Office,1099,2198.0
1271,2024-02-07,P007,1.0,North,"Monitor 24""",Electronics,8999,8999.0
1272,2024-05-10,P003,1.0,North,USB-C Hub,Accessories,1299,1299.0
1273,2024-03-11,P007,1.0,North,"Monitor 24""",Electronics,8999,8999.0
1274,2024-03-09,P001,1.0,South,Wireless Mouse,Accessories,799,799.0
1275,2024-03-17,P008,1.0,South,Desk Lamp,Office,699,699.0
1276,2024-04-24,P008,1.0,East,Desk Lamp,Office,699,699.0
1277,2024-05-21,P007,2.0,East,"Monitor 24""",Electronics,8999,17998.0
1278,2024-02-18,P004,2.0,West,Laptop Stand,Office,1099,2198.0
1279,2024-02-29,P007,1.0,East,"Monitor 24""",Electronics,8999,8999.0
1280,2024-05-01,P007,2.0,South,"Monitor 24""",Electronics,8999,17998.0
1281,2024-06-15,P003,2.0,North,USB-C Hub,Accessories,1299,2598.0
1282,2024-02-02,P006,1.0,North,Bluetooth Speaker,Electronics,1599,1599.0
1283,2024-04-22,P002,2.0,West,Mechanical Keyboard,Accessories,2499,4998.0
1284,2024-01-04,P003,2.0,South,USB-C Hub,Accessories,1299,2598.0
1285,2024-02-09,P002,2.0,East,Mechanical Keyboard,Accessories,2499,4998.0
1286,2024-03-27,P007,3.0,Unknown,"Monitor 24""",Electronics,8999,26997.0
1287,2024-03-25,P007,1.0,South,"Monitor 24""",Electronics,8999,8999.0
1288,2024-05-04,P001,2.0,North,Wireless Mouse,Accessories,799,1598.0
1289,2024-03-01,P005,1.0,South,Webcam HD,Electronics,1999,1999.0
1290,2024-01-24,P007,1.0,South,"Monitor 24""",Electronics,8999,8999.0
1291,2024-06-29,P002,2.0,South,Mechanical Keyboard,Accessories,2499,4998.0
1292,2024-06-26,P005,1.0,North,Webcam HD,Electronics,1999,1999.0
1293,2024-03-24,P001,1.0,East,Wireless Mouse,Accessories,799,799.0
1294,2024-04-05,P007,1.0,South,"Monitor 24""",Electronics,8999,8999.0
1295,2024-05-15,P007,2.0,South,"Monitor 24""",Electronics,8999,17998.0
1296,2024-02-16,P003,1.0,North,USB-C Hub,Accessories,1299,1299.0
1297,2024-06-05,P007,2.0,South,"Monitor 24""",Electronics,8999,17998.0
1298,2024-03-02,P008,2.0,South,Desk Lamp,Office,699,1398.0
1299,2024-02-29,P008,3.0,East,Desk Lamp,Office,699,2097.0
1300,2024-04-27,P005,3.0,North,Webcam HD,Electronics,1999,5997.0
1128,2024-06-18,P002,3.0,East,Mechanical Keyboard,Accessories,2499,7497.0
